MODL,NRET,MTHD,THRC,AVG_FN,AVG_FP,AVG_FNR,AVG_FPR,STD_FN,STD_FP,STD_FNR,STD_FPR,SE_FN,SE_FP,SE_FNR,SE_FPR,NREP
26taxa,10,astral-bp,0.0,15.84,15.84,0.6886956521739132,0.6886956521739132,1.6414627622946552,1.6414627622946552,0.07136794618672412,0.07136794618672412,0.328292552458931,0.328292552458931,0.014273589237344824,0.014273589237344824,25
26taxa,10,mdc-bp,0.0,16.92,16.92,0.7356521739130435,0.7356521739130435,1.4399999999999997,1.4399999999999997,0.06260869565217392,0.06260869565217392,0.2879999999999999,0.2879999999999999,0.012521739130434783,0.012521739130434783,25
26taxa,10,mdc-bp-ur,0.0,17.16,0.96,0.7460869565217391,0.145047619047619,1.286234815265082,0.82365041127896,0.05592325283761228,0.12191158835053235,0.2572469630530164,0.164730082255792,0.011184650567522455,0.02438231767010647,25
26taxa,50,parsimony-strict,0.0,9.44,1.36,0.4104347826086957,0.08899760043877691,1.961224107541002,1.0910545357588683,0.08527061337134792,0.06679923983651731,0.3922448215082004,0.21821090715177366,0.017054122674269583,0.013359847967303462,25
26taxa,50,camin-sokal-strict,0.0,9.68,1.24,0.42086956521739133,0.08604837319543203,1.9332873557751316,1.0307278981380101,0.0840559719902231,0.07127245830992379,0.3866574711550263,0.20614557962760202,0.01681119439804462,0.014254491661984758,25
26taxa,50,dollo-strict,0.0,9.76,1.84,0.4243478260869565,0.11768437496456073,1.606984754128053,1.4333178293735134,0.06986890235339362,0.08584481952577805,0.3213969508256106,0.28666356587470265,0.013973780470678723,0.01716896390515561,25
26taxa,50,astrid-bp,0.0,7.0,7.0,0.30434782608695654,0.30434782608695654,2.0199009876724157,2.0199009876724157,0.08782178207271372,0.08782178207271372,0.4039801975344831,0.4039801975344831,0.017564356414542744,0.017564356414542744,25
26taxa,50,astral-bp,0.0,7.96,7.96,0.34608695652173915,0.34608695652173915,2.181375712709757,2.181375712709757,0.09484242229172857,0.09484242229172857,0.43627514254195143,0.43627514254195143,0.018968484458345713,0.018968484458345713,25
26taxa,50,mdc-bp,0.0,8.32,8.32,0.36173913043478256,0.36173913043478256,1.8701871564097536,1.8701871564097536,0.08131248506129363,0.08131248506129363,0.3740374312819507,0.3740374312819507,0.016262497012258726,0.016262497012258726,25
26taxa,50,mdc-bp-ur,0.0,9.48,2.16,0.4121739130434783,0.1373109243697479,1.6521501142450707,1.22245654319489,0.07183261366282916,0.07425912782750163,0.3304300228490141,0.244491308638978,0.01436652273256583,0.014851825565500326,25
26taxa,100,parsimony-strict,0.0,7.12,1.88,0.3095652173913043,0.09930089260584615,2.045873896407108,1.4510685717773644,0.08895103897422206,0.0714891871035424,0.4091747792814216,0.2902137143554729,0.01779020779484441,0.014297837420708481,25
26taxa,100,camin-sokal-strict,0.0,7.12,1.76,0.3095652173913043,0.09742921251435183,1.84,1.335065541462291,0.08,0.07457547744788888,0.368,0.26701310829245817,0.016,0.014915095489577776,25
26taxa,100,dollo-strict,0.0,7.56,1.96,0.32869565217391306,0.10901068848592069,1.4718695594379279,1.3108775686539151,0.06399432867121427,0.07052486702288173,0.29437391188758555,0.262175513730783,0.012798865734242854,0.014104973404576346,25
26taxa,100,astrid-bp,0.0,5.04,5.04,0.21913043478260869,0.21913043478260869,1.5869467539901898,1.5869467539901898,0.0689976849560952,0.0689976849560952,0.317389350798038,0.317389350798038,0.013799536991219042,0.013799536991219042,25
26taxa,100,astral-bp,0.0,5.76,5.76,0.2504347826086956,0.2504347826086956,1.6560193235587561,1.6560193235587561,0.07200084015472853,0.07200084015472853,0.33120386471175123,0.33120386471175123,0.014400168030945706,0.014400168030945706,25
26taxa,100,mdc-bp,0.0,6.04,6.04,0.26260869565217393,0.26260869565217393,1.5869467539901898,1.5869467539901898,0.0689976849560952,0.0689976849560952,0.317389350798038,0.317389350798038,0.013799536991219042,0.013799536991219042,25
26taxa,100,mdc-bp-ur,0.0,7.04,2.6,0.3060869565217391,0.1401797877045555,1.684755175092215,1.2,0.07325022500400935,0.06588558190623517,0.336951035018443,0.24,0.01465004500080187,0.013177116381247033,25
26taxa,500,parsimony-strict,0.0,3.12,1.16,0.1356521739130435,0.05335717422673945,1.36586968631711,1.1551623262554922,0.05938563853552651,0.053017936934931585,0.273173937263422,0.23103246525109844,0.011877127707105303,0.010603587386986317,25
26taxa,500,camin-sokal-strict,0.0,1.92,1.08,0.08347826086956521,0.04845812158855636,1.5210522673465234,1.197330363767661,0.06613270727593581,0.053398469320430186,0.3042104534693047,0.2394660727535322,0.013226541455187164,0.010679693864086038,25
26taxa,500,dollo-strict,0.0,3.16,1.84,0.1373913043478261,0.08332830098962822,1.6656530250925612,1.488086019019062,0.07241969674315483,0.06678201608386312,0.3331306050185122,0.2976172038038124,0.014483939348630967,0.013356403216772625,25
26taxa,500,astrid-bp,0.0,1.64,1.64,0.07130434782608695,0.07130434782608695,1.162067123706716,1.162067123706716,0.050524657552465914,0.050524657552465914,0.2324134247413432,0.2324134247413432,0.010104931510493183,0.010104931510493183,25
26taxa,500,astral-bp,0.0,1.92,1.92,0.08347826086956521,0.08347826086956521,1.4945233353815524,1.4945233353815524,0.06497927545137183,0.06497927545137183,0.29890466707631047,0.29890466707631047,0.012995855090274367,0.012995855090274367,25
26taxa,500,mdc-bp,0.0,2.4,2.4,0.10434782608695653,0.10434782608695653,1.3856406460551018,1.3856406460551018,0.060245245480656594,0.060245245480656594,0.27712812921102037,0.27712812921102037,0.012049049096131319,0.012049049096131319,25
26taxa,500,mdc-bp-ur,0.0,2.56,2.28,0.11130434782608695,0.10079051383399211,1.4987995196156156,1.2812493902437574,0.06516519650502677,0.05718808957369562,0.2997599039231231,0.2562498780487515,0.013033039301005352,0.011437617914739125,25
26taxa,1000,parsimony-strict,0.0,1.52,0.72,0.06608695652173913,0.03188142292490118,0.9431860898041277,0.7756287771866126,0.04100809086104903,0.03396003267758864,0.18863721796082553,0.15512575543732252,0.008201618172209806,0.006792006535517728,25
26taxa,1000,camin-sokal-strict,0.0,1.0,0.64,0.043478260869565216,0.027991718426501038,0.6928203230275509,0.6248199740725323,0.0301226227403283,0.0272734232402385,0.13856406460551018,0.12496399481450646,0.00602452454806566,0.0054546846480477,25
26taxa,1000,dollo-strict,0.0,1.8,1.52,0.0782608695652174,0.06648221343873519,1.0954451150103324,1.1356055653262713,0.04762804847871009,0.04962601310826794,0.21908902300206648,0.22712111306525426,0.009525609695742019,0.009925202621653587,25
26taxa,1000,astrid-bp,0.0,0.76,0.76,0.03304347826086956,0.03304347826086956,0.7631513611335565,0.7631513611335565,0.03318049396232854,0.03318049396232854,0.1526302722267113,0.1526302722267113,0.0066360987924657085,0.0066360987924657085,25
26taxa,1000,astral-bp,0.0,0.88,0.88,0.03826086956521739,0.03826086956521739,0.9086253353280438,0.9086253353280438,0.039505449362088864,0.039505449362088864,0.18172506706560876,0.18172506706560876,0.007901089872417773,0.007901089872417773,25
26taxa,1000,mdc-bp,0.0,0.64,0.64,0.027826086956521737,0.027826086956521737,0.7939773296511684,0.7939773296511684,0.03452075346309427,0.03452075346309427,0.1587954659302337,0.1587954659302337,0.006904150692618854,0.006904150692618854,25
26taxa,1000,mdc-bp-ur,0.0,0.64,0.64,0.027826086956521737,0.027826086956521737,0.7939773296511684,0.7939773296511684,0.03452075346309427,0.03452075346309427,0.1587954659302337,0.1587954659302337,0.006904150692618854,0.006904150692618854,25
26taxa,5000,parsimony-strict,0.0,0.28,0.24,0.012173913043478262,0.010434782608695651,0.44899888641287294,0.4270831300812525,0.01952169071360317,0.01856883174266315,0.08979977728257459,0.0854166260162505,0.003904338142720634,0.00371376634853263,25
26taxa,5000,camin-sokal-strict,0.0,0.68,0.52,0.029565217391304344,0.022608695652173917,0.466476151587624,0.4995998398718719,0.020281571808157563,0.021721732168342254,0.0932952303175248,0.09991996797437439,0.004056314361631513,0.004344346433668451,25
26taxa,5000,dollo-strict,0.0,1.0,0.6,0.043478260869565216,0.02616600790513834,0.938083151964686,0.6928203230275509,0.040786223998464606,0.030170714161268774,0.1876166303929372,0.13856406460551018,0.00815724479969292,0.006034142832253755,25
26taxa,5000,astrid-bp,0.0,0.08,0.08,0.003478260869565217,0.003478260869565217,0.2712931993250107,0.2712931993250107,0.011795356492391771,0.011795356492391771,0.054258639865002144,0.054258639865002144,0.0023590712984783544,0.0023590712984783544,25
26taxa,5000,astral-bp,0.0,0.08,0.08,0.003478260869565217,0.003478260869565217,0.2712931993250107,0.2712931993250107,0.011795356492391771,0.011795356492391771,0.054258639865002144,0.054258639865002144,0.0023590712984783544,0.0023590712984783544,25
26taxa,5000,mdc-bp,0.0,0.08,0.08,0.003478260869565217,0.003478260869565217,0.2712931993250107,0.2712931993250107,0.011795356492391771,0.011795356492391771,0.054258639865002144,0.054258639865002144,0.0023590712984783544,0.0023590712984783544,25
26taxa,5000,mdc-bp-ur,0.0,0.08,0.08,0.003478260869565217,0.003478260869565217,0.2712931993250107,0.2712931993250107,0.011795356492391771,0.011795356492391771,0.054258639865002144,0.054258639865002144,0.0023590712984783544,0.0023590712984783544,25
26taxa,10000,parsimony-strict,0.0,0.08,0.08,0.003478260869565217,0.003478260869565217,0.2712931993250107,0.2712931993250107,0.011795356492391771,0.011795356492391771,0.054258639865002144,0.054258639865002144,0.0023590712984783544,0.0023590712984783544,25
26taxa,10000,camin-sokal-strict,0.0,0.84,0.84,0.03652173913043478,0.03652173913043478,0.3666060555964672,0.3666060555964672,0.015939393721585527,0.015939393721585527,0.07332121111929343,0.07332121111929343,0.0031878787443171052,0.0031878787443171052,25
26taxa,10000,dollo-strict,0.0,0.52,0.48,0.02260869565217391,0.020869565217391303,0.699714227381436,0.6997142273814361,0.030422357712236347,0.03042235771223635,0.1399428454762872,0.13994284547628721,0.0060844715424472695,0.00608447154244727,25
26taxa,10000,astrid-bp,0.0,0.04,0.04,0.0017391304347826085,0.0017391304347826085,0.19595917942265428,0.19595917942265428,0.008519964322724097,0.008519964322724097,0.03919183588453086,0.03919183588453086,0.0017039928645448195,0.0017039928645448195,25
26taxa,10000,astral-bp,0.0,0.04,0.04,0.0017391304347826085,0.0017391304347826085,0.19595917942265428,0.19595917942265428,0.008519964322724097,0.008519964322724097,0.03919183588453086,0.03919183588453086,0.0017039928645448195,0.0017039928645448195,25
26taxa,10000,mdc-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,10000,mdc-bp-ur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,parsimony-strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,camin-sokal-strict,0.0,0.92,0.92,0.04,0.04,0.2712931993250107,0.2712931993250107,0.011795356492391771,0.011795356492391771,0.054258639865002144,0.054258639865002144,0.0023590712984783544,0.0023590712984783544,25
26taxa,50000,dollo-strict,0.0,0.04,0.04,0.0017391304347826085,0.0017391304347826085,0.19595917942265428,0.19595917942265428,0.008519964322724097,0.008519964322724097,0.03919183588453086,0.03919183588453086,0.0017039928645448195,0.0017039928645448195,25
26taxa,50000,astrid-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,astral-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,mdc-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,mdc-bp-ur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,parsimony-strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,camin-sokal-strict,0.0,0.96,0.96,0.041739130434782605,0.041739130434782605,0.19595917942265428,0.19595917942265428,0.008519964322724097,0.008519964322724097,0.03919183588453086,0.03919183588453086,0.0017039928645448195,0.0017039928645448195,25
26taxa,100000,dollo-strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,astrid-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,astral-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,mdc-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,mdc-bp-ur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Palaeognathae,10,parsimony-strict,0.0,5.76,0.88,0.5760000000000001,0.17057142857142857,1.2737346662472526,0.8634813257969162,0.12737346662472526,0.16761888528130667,0.2547469332494505,0.17269626515938324,0.025474693324945053,0.033523777056261334,25
Palaeognathae,10,camin-sokal-strict,0.0,5.72,0.76,0.572,0.14523809523809525,1.2496399481450648,0.8138795979750323,0.12496399481450644,0.1524865705398719,0.24992798962901297,0.16277591959500645,0.02499279896290129,0.030497314107974384,25
Palaeognathae,10,dollo-strict,0.0,5.76,0.88,0.5760000000000001,0.15666666666666665,1.3646977687385584,0.9516301802696256,0.13646977687385586,0.17042563762293417,0.27293955374771167,0.19032603605392512,0.027293955374771174,0.03408512752458683,25
Palaeognathae,10,astrid-bp,0.0,4.68,4.68,0.46799999999999997,0.46799999999999997,1.617899873292535,1.617899873292535,0.16178998732925348,0.16178998732925348,0.32357997465850696,0.32357997465850696,0.0323579974658507,0.0323579974658507,25
Palaeognathae,10,astral-bp,0.0,5.0,5.0,0.5,0.5,1.296148139681572,1.296148139681572,0.1296148139681572,0.1296148139681572,0.2592296279363144,0.2592296279363144,0.02592296279363144,0.02592296279363144,25
Palaeognathae,10,mdc-bp,0.0,4.92,4.92,0.49199999999999994,0.49199999999999994,1.44,1.44,0.144,0.144,0.288,0.288,0.0288,0.0288,25
Palaeognathae,10,mdc-bp-ur,0.0,5.8,1.24,0.58,0.2297142857142857,1.2328828005937953,0.9068627239003707,0.12328828005937952,0.16674436284229383,0.24657656011875906,0.18137254478007414,0.024657656011875903,0.03334887256845877,25
Palaeognathae,50,parsimony-strict,0.0,3.48,1.12,0.34800000000000003,0.13784126984126982,0.8997777503361594,0.9927738916792685,0.08997777503361594,0.11156917371774999,0.17995555006723188,0.19855477833585372,0.017995555006723188,0.022313834743549997,25
Palaeognathae,50,camin-sokal-strict,0.0,3.36,1.16,0.336,0.13955555555555554,0.8890444308357148,0.88,0.08890444308357147,0.10249425992813536,0.17780888616714297,0.176,0.017780888616714292,0.02049885198562707,25
Palaeognathae,50,dollo-strict,0.0,3.36,1.4,0.336,0.1620793650793651,0.8890444308357148,1.0583005244258363,0.08890444308357147,0.11659057447295422,0.17780888616714297,0.21166010488516726,0.017780888616714292,0.023318114894590843,25
Palaeognathae,50,astrid-bp,0.0,2.72,2.72,0.272,0.272,0.9173875952943773,0.9173875952943773,0.09173875952943772,0.09173875952943772,0.18347751905887547,0.18347751905887547,0.018347751905887544,0.018347751905887544,25
Palaeognathae,50,astral-bp,0.0,2.84,2.84,0.284,0.284,0.9666436778875658,0.9666436778875658,0.09666436778875659,0.09666436778875659,0.19332873557751315,0.19332873557751315,0.019332873557751318,0.019332873557751318,25
Palaeognathae,50,mdc-bp,0.0,2.8,2.8,0.28,0.28,1.0583005244258363,1.0583005244258363,0.10583005244258363,0.10583005244258363,0.21166010488516726,0.21166010488516726,0.021166010488516726,0.021166010488516726,25
Palaeognathae,50,mdc-bp-ur,0.0,2.84,2.36,0.28400000000000003,0.24788888888888888,1.0461357464497616,0.9329523031752481,0.10461357464497617,0.09561780917851426,0.2092271492899523,0.18659046063504964,0.020922714928995233,0.01912356183570285,25
Palaeognathae,100,parsimony-strict,0.0,2.8,0.92,0.28,0.10311111111111111,0.6928203230275509,0.8908422980528035,0.06928203230275509,0.09746895675477499,0.13856406460551018,0.1781684596105607,0.013856406460551019,0.019493791350954998,25
Palaeognathae,100,camin-sokal-strict,0.0,2.76,1.52,0.276,0.15988888888888889,0.5122499389946279,1.0244998779892558,0.05122499389946278,0.10334850545724845,0.10244998779892558,0.20489997559785117,0.010244998779892555,0.02066970109144969,25
Palaeognathae,100,dollo-strict,0.0,2.6,1.32,0.26,0.1448888888888889,1.019803902718557,0.9682974749528164,0.1019803902718557,0.10236005200718482,0.20396078054371142,0.19365949499056329,0.020396078054371138,0.020472010401436962,25
Palaeognathae,100,astrid-bp,0.0,2.36,2.36,0.23600000000000002,0.23600000000000002,0.7939773296511683,0.7939773296511683,0.07939773296511683,0.07939773296511683,0.15879546593023366,0.15879546593023366,0.015879546593023368,0.015879546593023368,25
Palaeognathae,100,astral-bp,0.0,2.44,2.44,0.24400000000000002,0.24400000000000002,0.8039900496896712,0.8039900496896712,0.08039900496896712,0.08039900496896712,0.16079800993793425,0.16079800993793425,0.016079800993793424,0.016079800993793424,25
Palaeognathae,100,mdc-bp,0.0,2.48,2.48,0.248,0.248,0.7547184905645283,0.7547184905645283,0.07547184905645282,0.07547184905645282,0.15094369811290567,0.15094369811290567,0.015094369811290564,0.015094369811290564,25
Palaeognathae,100,mdc-bp-ur,0.0,2.48,2.44,0.248,0.24444444444444444,0.7547184905645283,0.8039900496896714,0.07547184905645282,0.07962876829852852,0.15094369811290567,0.16079800993793428,0.015094369811290564,0.015925753659705704,25
Palaeognathae,500,parsimony-strict,0.0,1.64,1.16,0.16399999999999998,0.11733333333333335,0.8428523002282191,0.9243376006633075,0.0842852300228219,0.09328464338441791,0.16857046004564383,0.1848675201326615,0.01685704600456438,0.018656928676883584,25
Palaeognathae,500,camin-sokal-strict,0.0,1.76,1.4,0.176,0.14044444444444446,0.6499230723708769,0.8944271909999159,0.06499230723708768,0.08927029284809805,0.12998461447417536,0.17888543819998318,0.012998461447417536,0.01785405856961961,25
Palaeognathae,500,dollo-strict,0.0,1.72,1.28,0.17200000000000004,0.12977777777777777,0.7222188034107115,0.9173875952943772,0.07222188034107116,0.09128547002144995,0.14444376068214232,0.18347751905887544,0.014444376068214231,0.01825709400428999,25
Palaeognathae,500,astrid-bp,0.0,1.36,1.36,0.136,0.136,0.8428523002282191,0.8428523002282191,0.0842852300228219,0.0842852300228219,0.16857046004564383,0.16857046004564383,0.01685704600456438,0.01685704600456438,25
Palaeognathae,500,astral-bp,0.0,1.4,1.4,0.14,0.14,0.848528137423857,0.848528137423857,0.08485281374238571,0.08485281374238571,0.16970562748477142,0.16970562748477142,0.016970562748477143,0.016970562748477143,25
Palaeognathae,500,mdc-bp,0.0,1.6,1.6,0.16,0.16,0.565685424949238,0.565685424949238,0.0565685424949238,0.0565685424949238,0.1131370849898476,0.1131370849898476,0.01131370849898476,0.01131370849898476,25
Palaeognathae,500,mdc-bp-ur,0.0,1.6,1.6,0.16,0.16,0.565685424949238,0.565685424949238,0.0565685424949238,0.0565685424949238,0.1131370849898476,0.1131370849898476,0.01131370849898476,0.01131370849898476,25
Palaeognathae,1000,parsimony-strict,0.0,1.4,1.04,0.14,0.10533333333333333,0.7483314773547882,0.7735631842325488,0.07483314773547883,0.0773716380230532,0.14966629547095764,0.15471263684650977,0.014966629547095767,0.01547432760461064,25
Palaeognathae,1000,camin-sokal-strict,0.0,1.72,1.2,0.172,0.1218888888888889,0.7222188034107115,0.692820323027551,0.07222188034107115,0.07030936927186451,0.14444376068214232,0.1385640646055102,0.01444437606821423,0.014061873854372903,25
Palaeognathae,1000,dollo-strict,0.0,1.36,1.24,0.136,0.124,0.7418894796396563,0.8138795979750323,0.07418894796396563,0.08138795979750321,0.14837789592793127,0.16277591959500645,0.014837789592793128,0.016277591959500643,25
Palaeognathae,1000,astrid-bp,0.0,1.24,1.24,0.12400000000000003,0.12400000000000003,0.7088018058667741,0.7088018058667741,0.0708801805866774,0.0708801805866774,0.14176036117335483,0.14176036117335483,0.014176036117335481,0.014176036117335481,25
Palaeognathae,1000,astral-bp,0.0,1.16,1.16,0.11600000000000002,0.11600000000000002,0.8333066662399864,0.8333066662399864,0.08333066662399864,0.08333066662399864,0.16666133324799728,0.16666133324799728,0.01666613332479973,0.01666613332479973,25
Palaeognathae,1000,mdc-bp,0.0,1.28,1.28,0.12800000000000003,0.12800000000000003,0.6013318551349164,0.6013318551349164,0.06013318551349164,0.06013318551349164,0.12026637102698327,0.12026637102698327,0.012026637102698327,0.012026637102698327,25
Palaeognathae,1000,mdc-bp-ur,0.0,1.28,1.28,0.12800000000000003,0.12800000000000003,0.6013318551349164,0.6013318551349164,0.06013318551349164,0.06013318551349164,0.12026637102698327,0.12026637102698327,0.012026637102698327,0.012026637102698327,25
Palaeognathae,5000,parsimony-strict,0.0,0.92,0.88,0.09200000000000001,0.08844444444444445,0.56,0.5153639490690051,0.056,0.05168565959149025,0.11200000000000002,0.10307278981380101,0.0112,0.01033713191829805,25
Palaeognathae,5000,camin-sokal-strict,0.0,1.08,1.08,0.10800000000000003,0.10800000000000003,0.2712931993250107,0.2712931993250107,0.027129319932501075,0.027129319932501075,0.054258639865002144,0.054258639865002144,0.005425863986500215,0.005425863986500215,25
Palaeognathae,5000,dollo-strict,0.0,0.76,0.72,0.07600000000000001,0.07200000000000001,0.6499230723708769,0.664529909033446,0.06499230723708768,0.0664529909033446,0.12998461447417536,0.1329059818066892,0.012998461447417536,0.01329059818066892,25
Palaeognathae,5000,astrid-bp,0.0,0.56,0.56,0.056000000000000015,0.056000000000000015,0.6374950980203691,0.6374950980203691,0.06374950980203692,0.06374950980203692,0.1274990196040738,0.1274990196040738,0.012749901960407383,0.012749901960407383,25
Palaeognathae,5000,astral-bp,0.0,0.56,0.56,0.05600000000000001,0.05600000000000001,0.6374950980203691,0.6374950980203691,0.06374950980203692,0.06374950980203692,0.1274990196040738,0.1274990196040738,0.012749901960407383,0.012749901960407383,25
Palaeognathae,5000,mdc-bp,0.0,1.08,1.08,0.10800000000000003,0.10800000000000003,0.2712931993250107,0.2712931993250107,0.027129319932501075,0.027129319932501075,0.054258639865002144,0.054258639865002144,0.005425863986500215,0.005425863986500215,25
Palaeognathae,5000,mdc-bp-ur,0.0,1.08,1.08,0.10800000000000003,0.10800000000000003,0.2712931993250107,0.2712931993250107,0.027129319932501075,0.027129319932501075,0.054258639865002144,0.054258639865002144,0.005425863986500215,0.005425863986500215,25
Palaeognathae,10000,parsimony-strict,0.0,0.96,0.92,0.09600000000000002,0.09200000000000001,0.4454211490264018,0.4833218389437829,0.04454211490264018,0.048332183894378294,0.08908422980528036,0.09666436778875657,0.008908422980528036,0.009666436778875659,25
Palaeognathae,10000,camin-sokal-strict,0.0,1.0,1.0,0.10000000000000002,0.10000000000000002,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,2.7755575615628915e-18,2.7755575615628915e-18,25
Palaeognathae,10000,dollo-strict,0.0,0.76,0.6,0.07600000000000001,0.06000000000000001,0.7088018058667741,0.6324555320336759,0.0708801805866774,0.0632455532033676,0.14176036117335483,0.12649110640673517,0.014176036117335481,0.01264911064067352,25
Palaeognathae,10000,astrid-bp,0.0,0.4,0.4,0.04000000000000001,0.04000000000000001,0.48989794855663565,0.48989794855663565,0.04898979485566357,0.04898979485566357,0.09797958971132713,0.09797958971132713,0.009797958971132715,0.009797958971132715,25
Palaeognathae,10000,astral-bp,0.0,0.36,0.36,0.036000000000000004,0.036000000000000004,0.48000000000000004,0.48000000000000004,0.048,0.048,0.096,0.096,0.009600000000000001,0.009600000000000001,25
Palaeognathae,10000,mdc-bp,0.0,1.0,1.0,0.10000000000000002,0.10000000000000002,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,2.7755575615628915e-18,2.7755575615628915e-18,25
Palaeognathae,10000,mdc-bp-ur,0.0,1.0,1.0,0.10000000000000002,0.10000000000000002,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,2.7755575615628915e-18,2.7755575615628915e-18,25
